CANDIDATE_ID,CANDIDATE_NAME,PARTY,PARTY_CODE,CANDIDATE_OFFICE,CANDIDATE_OFFICE_CODE,CANDIDATE_OFFICE_STATE,CANDIDATE_OFFICE_STATE_CODE,CANDIDATE_OFFICE_DISTRICT,CITY,STATE,ZIP,ELECTION_YEAR,RECEIPT_DATE,REPORT_YEAR,BEGIN_IMAGE_NUMBER
"P40010670","WALKER, ROBERT JAMES","CP","CP","President","P","United States","00","00","SURPRISE","AZ","85378","2024","30-JAN-23","2023","202301309575155480"
"S6NE00129","RICKETTS, PETE","Republican Party","REP","Senate","S","Nebraska","NE","00","LINCOLN","NE","68508","2024","30-JAN-23","2023","202301309575152347"
"H0NY22117","KRIESEL, KATELYN","Democratic Party","DEM","House","H","New York","NY","22","FAYETTEVILLE","NY","13066","2024","30-JAN-23","2023","202301309575163724"
"H8AZ09040","STANTON, GREG","Democratic Party","DEM","House","H","Arizona","AZ","04","PHOENIX","AZ","85018","2024","30-JAN-23","2023","202301309575164607"
"P40010696","GIBBONS, MATTHEW MICHAEL","Republican Party","REP","President","P","United States","00","00","GRAND RAPIDS","MI","49507","2024","30-JAN-23","2023","202301309575164797"
"P40010688","WASH, DYRON MARCUS SR","American Independent Party","AIP","President","P","United States","00","00","GARY","IN","46402","2024","30-JAN-23","2023","202301309575157767"
"S4NY00297","MILLER, YUEXIN","American Independent Party","AIP","Senate","S","New York","NY","00","NEW YORK","NY","10018","2023","29-JAN-23","2023","202301299575119779"
"H2NC07203","PARRISH, BERNARD KYLE","Democratic Party","DEM","House","H","North Carolina","NC","05","CARY","NC","27512","2024","29-JAN-23","2023","202301299575119790"
"H4MA03022","MCGOVERN, JAMES P","Democratic Party","DEM","House","H","Massachusetts","MA","02","WORCESTER","MA","01606","2024","29-JAN-23","2023","202301299575122889"
"H4CA30198","FEUER, MICHAEL","Democratic Party","DEM","House","H","California","CA","30","ENCINO","CA","91436","2024","29-JAN-23","2023","202301299575138283"
"H4TX29028","BARRY, SEAN JUSTIN","Democratic Party","DEM","House","H","Texas","TX","29","HOUSTON","TX","77075","2024","29-JAN-23","2023","202301299575124803"
"P40010654","EKUNDAYO, ERICK TOKS","Independent","IND","President","P","United States","00","00","KULA","HI","96790","2024","29-JAN-23","2023","202301299575136867"
"H4IN03133","FELKER, MICHAEL","Republican Party","REP","House","H","Indiana","IN","03","WARSAW","IN","46580","2024","29-JAN-23","2023","202301299575123631"
"H2KY04212","LEHMAN, MATTHEW","Democratic Party","DEM","House","H","Kentucky","KY","04","NEWPORT","KY","41072","2024","28-JAN-23","2023","202301289575117270"
"H4AZ08074","SPREITZER, JEREMY","Democratic Party","DEM","House","H","Arizona","AZ","08","SUN CITY","AZ","85373","2024","28-JAN-23","2023","202301289575115552"
"H4FL26087","MEDINA, IAN ANTHONY","Republican Party","REP","House","H","Florida","FL","26","MIAMI LAKES","FL","33014","2024","28-JAN-23","2023","202301289575092812"
"H4MO05234","CLEAVER, EMANUEL II","Democratic Party","DEM","House","H","Missouri","MO","05","KANSAS CITY","MO","641336325","2024","27-JAN-23","2023","202301270300434859"
"H2AZ02436","BIES, DAVID","Democratic Party","DEM","House","H","Arizona","AZ","02","FLAGSTAFF","AZ","86001","2024","27-JAN-23","2023","202301279575027454"
"P40010647","LANG, TRAVIS KEITH","Republican Party","REP","President","P","United States","00","00","IRMO","SC","29063","2024","27-JAN-23","2023","202301279575033649"
"H8OH13154","LYRAS, LOUIS GEORGE","Democratic Party","DEM","House","H","Ohio","OH","06","CAMPBELL","OH","44405","2024","27-JAN-23","2023","202301279575054453"
"H0WA02080","LARSEN, RICK","Democratic Party","DEM","House","H","Washington","WA","02","EVERETT","WA","98206","2024","27-JAN-23","2023","202301279575040779"
"H2OH09031","KAPTUR, MARCY HON. M.C.","Democratic Party","DEM","House","H","Ohio","OH","09","TOLEDO","OH","43697","2024","27-JAN-23","2023","202301279575046696"
"H2CA00120","BROWNLEY, JULIA","Democratic Party","DEM","House","H","California","CA","26","THOUSAND OAKS","CA","91358","2024","27-JAN-23","2023","202301279575040715"
"H0TN04195","DESJARLAIS, SCOTT HON.","Republican Party","REP","House","H","Tennessee","TN","04","SOUTH PITTSBURG","TN","373806414","2024","26-JAN-23","2023","202301269574980260"
"H8TN02119","BURCHETT, TIM","Republican Party","REP","House","H","Tennessee","TN","02","KNOXVILLE","TN","37950","2024","26-JAN-23","2023","202301269574980583"
"H4FL03128","STEBBINS, ANTHONY","Libertarian Party","LIB","House","H","Florida","FL","03","LIVE OAK","FL","32060","2024","26-JAN-23","2023","202301269574989081"
"S4VA00247","EMORD, JONATHAN WALKER MR.","Republican Party","REP","Senate","S","Virginia","VA","00","CLIFTON","VA","20124","2024","26-JAN-23","2023","202301269575005533"
"S4CA00563","PAPPENHEIM, JOHN JOSEPH","Republican Party","REP","Senate","S","California","CA","00","DUNNIGAN","CA","95937","2024","26-JAN-23","2023","202301269575006080"
"P40010621","CAMILLERI, CHARLES WILLIAM","Republican Party","REP","President","P","United States","00","00","WEST BLOOMFIELD","MI","48322","2023","26-JAN-23","2023","202301269575006578"
"H4GA08117","LASTER, JUSTIN","Democratic Party","DEM","House","H","Georgia","GA","08","AMERICUS","GA","31719","2024","26-JAN-23","2023","202301269575027319"
"H4CA30180","PORTANTINO, ANTHONY","Democratic Party","DEM","House","H","California","CA","30","NORWALK","CA","90650","2024","26-JAN-23","2023","202301269575008132"
"S4CA00555","SCHIFF, ADAM","Democratic Party","DEM","Senate","S","California","CA","00","WASHINGTON","DC","20003","2024","26-JAN-23","2023","202301269574979788"
"H4FL11089","GROVES, RALPH","Libertarian Party","LIB","House","H","Florida","FL","11","WINTER GARDEN","FL","34777","2024","26-JAN-23","2023","202301269574979789"
"H2WI02124","POCAN, MARK","Democratic Party","DEM","House","H","Wisconsin","WI","02","MADISON","WI","53701","2024","26-JAN-23","2023","202301269574979822"
"H0CA10073","DESAULNIER, MARK","Democratic Party","DEM","House","H","California","CA","10","WASINGTON","DC","20006","2024","26-JAN-23","2023","202301269574979995"
"P40010639","WATKINS, DANTWAN SAMUEL","Democratic Party","DEM","President","P","Georgia","GA","00","ATHENS","GA","30601","2024","26-JAN-23","2023","202301269575007220"
"P00007641","WELLS, ROBERT CARR JR","Independent","IND","President","P","United States","00","00","CLOVER","SC","29710","2024","25-JAN-23","2023","202301260300434696"
"H4MA03105","HASAN, SYED","Republican Party","REP","House","H","Massachusetts","MA","03","LOWELL","MA","01852","2024","25-JAN-23","2023","202301259574973265"
"H8OH05036","LATTA, ROBERT EDWARD","Republican Party","REP","House","H","Ohio","OH","05","BOWLING GREEN","OH","434023616","2024","25-JAN-23","2023","202301259574945146"
"H8IL06139","CASTEN, SEAN","Democratic Party","DEM","House","H","Illinois","IL","06","DOWNERS GROVE","IL","60515","2024","25-JAN-23","2023","202301259574945547"
"H4CA20132","MORALES, JESUS ANDY","Democratic Party","DEM","House","H","California","CA","20","CLOVIS","CA","93613","2024","25-JAN-23","2023","202301259574970884"
"H2TX03126","SESSIONS, PETE","Republican Party","REP","House","H","Texas","TX","17","WACO","TX","767147754","2024","25-JAN-23","2023","202301259574951541"
"H4CA45121","NGUYEN, KIM","Democratic Party","DEM","House","H","California","CA","45","SEATTLE","WA","98104","2024","25-JAN-23","2023","202301259574960348"
"P40010613","DARPINO, ANTHONY PRIMO MR","Republican Party","REP","President","P","United States","00","00","BENSALEM","PA","19020","2024","25-JAN-23","2023","202301259574965322"
"H0FL10113","MONTAGUE, WILLIE","Republican Party","REP","House","H","Florida","FL","10","ORLANDO","FL","32822","2024","25-JAN-23","2023","202301259574950344"
"H2CA51206","CAPLAN, STAN","Republican Party","REP","House","H","California","CA","51","SAN DIEGO","CA","92168","2024","24-JAN-23","2023","202301249574939033"
"P40010589","BRADLEY, DANA R","Unaffiliated","UN","President","P","United States","00","00","LITTLE ROCK","AR","72206","2024","24-JAN-23","2023","202301249574928212"
"H4CA47101","BAKER, LORI KIRKLAND MS","Democratic Party","DEM","House","H","California","CA","47","NEWPORT BEACH","CA","92660","2023","24-JAN-23","2023","202301249574928242"
"P40010605","DAY, AARON","Republican Party","REP","President","P","United States","00","00","NASHUA","NH","03063","2024","24-JAN-23","2023","202301249574935619"
"S4FL00512","JOSEPH, ROD","Democratic Party","DEM","Senate","S","Florida","FL","00","FERN PARK","FL","32730","2024","24-JAN-23","2023","202301249574929283"
"H4GA12069","JACKSON, DANIEL LAFAVIEN","Democratic Party","DEM","House","H","Georgia","GA","12","EVANS","GA","30809","2024","24-JAN-23","2023","202301249574929618"
"P40010597","VAUGHN, EMORY","Independent","IND","President","P","United States","00","00","JACKSON","GA","30233","2024","24-JAN-23","2023","202301249574930001"
"H4KY05025","EDWARDS, DANA PHILLIP DR.","Republican Party","REP","House","H","Kentucky","KY","05","MANCHESTER","KY","40962","2024","24-JAN-23","2023","202301249574928285"
"H4TX26115","LEAPHART, KELVIN","Democratic Party","DEM","House","H","Texas","TX","26","AUBREY","TX","76227","2024","23-JAN-23","2023","202301239574907602"
"H0AR03055","WOMACK, STEPHEN A THE HON","Republican Party","REP","House","H","Arkansas","AR","03","ROGERS","AR","727563078","2024","23-JAN-23","2023","202301239574911265"
"P40010555","HENNESSEY, ADAM","Independent","IND","President","P","United States","00","00","ST PETERSBURG","FL","33742","2024","23-JAN-23","2023","202301230300433836"
"H4CT01086","HANCOCK, MARK KENNETH","Republican Party","REP","House","H","Connecticut","CT","01","WINDSOR LOCKS","CT","06096","2024","23-JAN-23","2023","202301230300434021"
"H4SC03137","MURDAY, ELSPETH SNOW","Independent","IND","House","H","South Carolina","SC","03","WESTMINSTER","SC","29693","2024","23-JAN-23","2023","202301239574918837"
"P40010571","JACOBS, MARK DUANE","Republican Party","REP","President","P","United States","00","00","BOUNTIFUL","UT","84010","2024","23-JAN-23","2023","202301239574926044"
"S4CO00478","WOLFE, ROBERT EVERETT MR II","None","NNE","Senate","S","Colorado","CO","00","BOULDER","CO","80305","2024","23-JAN-23","2023","202301239574895272"
"H2NH02252","RIDDLE, JASON DANIEL","Republican Party","REP","House","H","New Hampshire","NH","02","KEENE","NH","03431","2024","23-JAN-23","2023","202301239574896754"
"S4AZ00139","GALLEGO, RUBEN","Democratic Party","DEM","Senate","S","Arizona","AZ","00","PHOENIX","AZ","85001","2024","23-JAN-23","2023","202301239574898985"
"H2NY03162","LAFAZAN, JOSHUA","Democratic Party","DEM","House","H","New York","NY","03","WOODBURY","NY","11797","2024","23-JAN-23","2023","202301239574902298"
"P40010548","ANDERSON, FAREED","Republican Party","REP","President","P","United States","00","00","TOMS RIVER","NJ","08754","2024","23-JAN-23","2023","202301239574902393"
"H0NY02234","GARBARINO, ANDREW","Republican Party","REP","House","H","New York","NY","02","BAYPORT","VA","11705","2024","22-JAN-23","2023","202301229574895044"
"H8MS03125","GUEST, MICHAEL PATRICK","Republican Party","REP","House","H","Mississippi","MS","03","BRANDON","MS","39043","2024","22-JAN-23","2023","202301229574895220"
"H6OR03064","BLUMENAUER, EARL","Democratic Party","DEM","House","H","Oregon","OR","03","PORTLAND","OR","97232","2024","22-JAN-23","2023","202301229574895060"
"P40010530","HUDSON, STEVEN","DSA","DSA","President","P","United States","00","00","BELLE CENTER","OH","43310","2024","22-JAN-23","2023","202301229574895059"
"H4NC10047","MCHENRY, PATRICK TIMOTHY","Republican Party","REP","House","H","North Carolina","NC","10","DENVER","NC","280378018","2024","22-JAN-23","2023","202301229574895257"
"S4IN00204","TIBBY, ANTHONY JAMES","Republican Party","REP","Senate","S","Indiana","IN","00","GREENWOOD","IN","46142","2024","22-JAN-23","2023","202301229574894464"
"H4CA30172","BRITTON, DREW MICHAEL","Democratic Party","DEM","House","H","California","CA","30","LOS ANGELES","CA","90046","2023","22-JAN-23","2023","202301229574893931"
"H2HI02128","CASE, EDWARD","Democratic Party","DEM","House","H","Hawaii","HI","01","HONOLULU","HI","96802","2024","21-JAN-23","2023","202301219574893681"
"H4CA28101","LUCERO, ROBERT GEORGE MR JR","Republican Party","REP","House","H","California","CA","28","PASADENA","CA","91103","2024","20-JAN-23","2023","202301209574877771"
"H2NY06116","MENG, GRACE","Democratic Party","DEM","House","H","New York","NY","06","FRESH MEADOWS","NY","11365","2024","20-JAN-23","2023","202301209574860574"
"H4KS02149","WOODY, ELGIN IV","Democratic Party","DEM","House","H","Kansas","KS","02","TOPEKA","KS","66605","2024","20-JAN-23","2023","202301209574876978"
"H4SC01289","ANDERSON, AUSTIN H","Republican Party","REP","House","H","South Carolina","SC","01","SAINT HELENA IS","SC","29920","2024","20-JAN-23","2023","202301209574873178"
"H2CA50026","VARGAS, JUAN C.","Democratic Party","DEM","House","H","California","CA","52","SAN DIEGO","CA","921022008","2024","20-JAN-23","2023","202301209574873172"
"H6LA04138","JOHNSON, JAMES MICHAEL","Republican Party","REP","House","H","Louisiana","LA","04","BENTON","LA","710069331","2024","19-JAN-23","2023","202301199574853685"
"H2TX08125","MITCHELL, JONATHAN ANDREW","Republican Party","REP","House","H","Texas","TX","36","SPLENDORA","TX","77372","2024","19-JAN-23","2023","202301199574858686"
"H8NY15148","OCASIO-CORTEZ, ALEXANDRIA","Democratic Party","DEM","House","H","New York","NY","14","CORONA","NY","11368","2024","19-JAN-23","2023","202301199574852705"
"H2MD04232","IVEY, GLENN FREDERICK","Democratic Party","DEM","House","H","Maryland","MD","04","BLADENSBURG","MD","20710","2024","19-JAN-23","2023","202301199574858765"
"H4CA47093","JONES, DOM","Democratic Party","DEM","House","H","California","CA","47","LONG BEACH","CA","90802","2024","19-JAN-23","2023","202301199574852660"
"H8ID02064","SIMPSON, MICHAEL","Republican Party","REP","House","H","Idaho","ID","02","BLACKFOOT","ID","832211667","2024","19-JAN-23","2023","202301199574852162"
"S2OH00477","DOLAN, MATT","Republican Party","REP","Senate","S","Ohio","OH","00","HUDSON","OH","44236","2024","19-JAN-23","2023","202301199574851464"
"H2OR05209","CHAVEZ-DEREMER, LORI","Republican Party","REP","House","H","Oregon","OR","05","HAPPY VALLEY","OR","97086","2024","19-JAN-23","2023","202301199574850002"
"P40010514","PEREZ-SERRATO, ARMANDO","Democratic Party","DEM","President","P","United States","00","00","ORANGE","CA","92869","2024","19-JAN-23","2023","202301199574858860"
"S4IN00196","BANKS, JAMES E. HON.","Republican Party","REP","Senate","S","Indiana","IN","00","FORT WAYNE","IN","46858","2024","19-JAN-23","2023","202301199574858804"
"H4MI07103","WALBERG, TIMOTHY L REP","Republican Party","REP","House","H","Michigan","MI","07","TIPTON","MI","492879807","2024","18-JAN-23","2023","202301189574826212"
"H6WA07458","JAYAPAL, PRAMILA","Democratic Party","DEM","House","H","Washington","WA","07","SEATTLE","WA","98111","2024","18-JAN-23","2023","202301189574825439"
"H2CA13131","DUARTE, JOHN","Republican Party","REP","House","H","California","CA","13","MODESTO","CA","95357","2024","18-JAN-23","2023","202301189574820619"
"H0CA03078","BERA, AMERISH","Democratic Party","DEM","House","H","California","CA","06","ELK GROVE","CA","95758","2024","18-JAN-23","2023","202301189574820021"
"H8TX29052","GARCIA, SYLVIA R","Democratic Party","DEM","House","H","Texas","TX","29","HOUSTON","TX","77249","2024","18-JAN-23","2023","202301189574820040"
"H4CA47085","MIN, DAVE","Democratic Party","DEM","House","H","California","CA","47","IRVINE","CA","92616","2024","18-JAN-23","2023","202301189574820141"
"H2CA39151","CHING, ERIC J","Republican Party","REP","House","H","California","CA","38","WALNUT","CA","91789","2024","18-JAN-23","2023","202301189574827667"
"H4CA30164","SAVAGE, BEN","Democratic Party","DEM","House","H","California","CA","30","LONG BEACH","CA","90802","2024","18-JAN-23","2023","202301189574826820"
"H2AZ09191","COOPER, KELLY","Republican Party","REP","House","H","Arizona","AZ","04","CHANDLER","CA","85244","2024","17-JAN-23","2023","202301179574782550"
"H2MI08170","TROUTEN, BRYAN","Republican Party","REP","House","H","Michigan","MI","05","BURR OAK","MI","49030","2024","17-JAN-23","2023","202301179574768530"
"S4CA00548","LAWLER, ROXANNE ELIZABETH MS","Republican Party","REP","Senate","S","California","CA","00","SAN JOSE","CA","95131","2024","17-JAN-23","2023","202301179574768128"
"H2NY10308","GOLDMAN, DANIEL","Democratic Party","DEM","House","H","New York","NY","10","NEW YORK","NY","10008","2024","17-JAN-23","2023","202301179574787222"
"S2NY00382","DRIGGERS, CALVIN JOB","Republican Party","REP","Senate","S","New York","NY","00","BLACKSHEAR","GA","31516","2024","17-JAN-23","2023","202301179574788550"
"H4PR01010","HERNANDEZ RIVERA, PABLO JOSE","Democratic Party","DEM","House","H","Puerto Rico","PR","00","SAN JUAN","PR","00901","2024","17-JAN-23","2023","202301179574768190"
"H0CA28174","PUDLO, G MAEBE","Democratic Party","DEM","House","H","California","CA","30","LOS ANGELES","CA","90029","2024","17-JAN-23","2023","202301179574784773"
"H8PA04116","DEAN, MADELEINE","Democratic Party","DEM","House","H","Pennsylvania","PA","04","GLENSIDE","PA","19038","2024","17-JAN-23","2023","202301179574768627"
"H2TX35144","CASAR, GREG","Democratic Party","DEM","House","H","Texas","TX","35","AUSTIN","TX","78703","2024","16-JAN-23","2023","202301169574765404"
"P40010498","SOETAERT, MICHAEL","Democratic Party","DEM","President","P","United States","00","00","ALTA VISTA","KS","66834","2024","16-JAN-23","2023","202301169574765289"
"H2CT02112","COURTNEY, JOSEPH","Democratic Party","DEM","House","H","Connecticut","CT","02","VERNON","CT","06066","2024","16-JAN-23","2023","202301169574765264"
"H4CA13103","SIGALA-ROSARIO, ANGELINA","Democratic Party","DEM","House","H","California","CA","13","MODESTO","CA","95354","2024","16-JAN-23","2023","202301169574764542"
"H6AZ09010","GILES, DAVID VICTOR","Republican Party","REP","House","H","Arizona","AZ","04","GILBERT","AZ","85295","2024","16-JAN-23","2023","202301169574765123"
"S4TX00649","GARZA, CARLOS EMMANUEL","Republican Party","REP","Senate","S","Texas","TX","00","LAREDO","TX","78045","2024","15-JAN-23","2023","202301159574695517"
"P40010472","DENNY, STEPHANIE NOELLE","Republican Party","REP","President","P","Arizona","AZ","00","SHOW LOW","AZ","85901","2024","15-JAN-23","2023","202301159574695561"
"H4TX12040","CATALA, RYAN JOSHUA","Republican Party","REP","House","H","Texas","TX","12","FORT WORTH","TX","76107","2024","15-JAN-23","2023","202301159574695617"
"H4IN03125","LIKES, CHANDLER","Republican Party","REP","House","H","Indiana","IN","03","AUBURN","IN","46706","2024","15-JAN-23","2023","202301159574764473"
"S4TX00656","BERMAN, JOHN","Republican Party","REP","Senate","S","Texas","TX","00","RICHLAND","WA","99352","2024","15-JAN-23","2023","202301159574764519"
"P40010431","DENNY, STEPHANIE NOELLE","Republican Party","REP","President","P","Arizona","AZ","00","SHOW LOW","AZ","85901","2024","14-JAN-23","2023","202301149574694616"
"P40010449","DENNY, STEPHANIE NOELLE","Republican Party","REP","President","P","Arizona","AZ","00","SHOW LOW","AZ","85901","2024","14-JAN-23","2023","202301149574694760"
"H4MO00029","ANDERSON, MATTHEW LEWIS","Republican Party","REP","House","H","Missouri","MO","00","SAINT LOUIS","MO","63135","2023","14-JAN-23","2023","202301149574694865"
"P40010456","DENNY, STEPHANIE NOELLE","Republican Party","REP","President","P","Arizona","AZ","00","SHOW LOW","AZ","85901","2024","14-JAN-23","2023","202301149574695166"
"P40010464","DENNY, STEPHANIE NOELLE","Republican Party","REP","President","P","Arizona","AZ","00","SHOW LOW","AZ","85901","2024","14-JAN-23","2023","202301149574695477"
"P40010423","BURELL, ZACHARY MICHAEL","Unaffiliated","UN","President","P","United States","00","00","REMLAP","AL","35133","2024","13-JAN-23","2023","202301139574688075"
"H4CA30149","FRIEDMAN, LAURA","Democratic Party","DEM","House","H","California","CA","30","LOS ANGELES","CA","900270296","2024","13-JAN-23","2023","202301139574689971"
"H8CT05245","HAYES, JAHANA","Democratic Party","DEM","House","H","Connecticut","CT","05","WATERBURY","CT","06721","2024","13-JAN-23","2023","202301139574690548"
"H8VA11062","CONNOLLY, GERALD EDWARD","Democratic Party","DEM","House","H","Virginia","VA","11","MERRIFIELD","VA","22116","2024","13-JAN-23","2023","202301139574690670"
"H8WV03097","MILLER, CAROL DEVINE","Republican Party","REP","House","H","West Virginia","WV","01","ALEXANDRIA","VA","22314","2024","13-JAN-23","2023","202301139574690729"
"H4MN02151","MURPHY, MICHAEL A","Republican Party","REP","House","H","Minnesota","MN","02","LEXINGTON","MN","55025","2024","13-JAN-23","2023","202301139574690864"
"H2AZ01354","CRANE, ELI","Republican Party","REP","House","H","Arizona","AZ","02","CORTARO","AZ","85652","2024","13-JAN-23","2023","202301139574690881"
"H2IA03119","NUNN, ZACH","Republican Party","REP","House","H","Iowa","IA","03","BONDURANT","IA","50035","2024","13-JAN-23","2023","202301139574690928"
"H4CA30156","BOCANEGRA, JOSH","Democratic Party","DEM","House","H","California","CA","30","WEST HOLLYWOOD","CA","90069","2024","13-JAN-23","2023","202301139574692196"
"H0OR02127","BENTZ, CLIFF","Republican Party","REP","House","H","Oregon","OR","02","ONTARIO","OR","97914","2024","13-JAN-23","2023","202301139574692909"
"H6KY01110","COMER, JAMES","Republican Party","REP","House","H","Kentucky","KY","01","TOMPKINSVILLE","KY","421671553","2024","13-JAN-23","2023","202301139574692910"
"H2NY19127","MOLINARO, MARCUS J.","Republican Party","REP","House","H","New York","NY","19","POUGHKEEPSIE","NY","12602","2024","13-JAN-23","2023","202301139574693020"
"H0CO03165","BOEBERT, LAUREN","Republican Party","REP","House","H","Colorado","CO","03","RIFLE","UT","81652","2024","13-JAN-23","2023","202301139574693048"
"H0NM03102","LEGER FERNANDEZ, TERESA","Democratic Party","DEM","House","H","New Mexico","NM","03","SANTA FE","NM","87504","2024","13-JAN-23","2023","202301139574693192"
"H8SC05158","NORMAN, RALPH W. JR.","Republican Party","REP","House","H","South Carolina","SC","05","ROCK HILL","SC","29732","2024","13-JAN-23","2023","202301139574693209"
"H4OK06056","LUCAS, FRANK D.","Republican Party","REP","House","H","Oklahoma","OK","03","CHEYENNE","OK","736281039","2024","13-JAN-23","2023","202301139574693691"
"S4CA00530","KORTAM, ZAKARIA MOHAMED MR","Republican Party","REP","Senate","S","California","CA","00","SAN JOSE","CA","95138","2024","12-JAN-23","2023","202301129574676686"
"H2CA31125","AGUILAR, PETE","Democratic Party","DEM","House","H","California","CA","33","SAN BERNARDINO","CA","92423","2024","12-JAN-23","2023","202301129574678744"
"H4WA09079","ISHII, DAVID","Democratic Party","DEM","House","H","Washington","WA","09","SEATLE","WA","98144","2024","12-JAN-23","2023","202301129574678812"
"H8NH01210","PAPPAS, CHRIS","Democratic Party","DEM","House","H","New Hampshire","NH","01","MANCHESTER","NH","03105","2024","12-JAN-23","2023","202301129574679027"
"H2FL14186","DONALDS, BYRON","Republican Party","REP","House","H","Florida","FL","19","NAPLES","FL","34108","2024","12-JAN-23","2023","202301129574680081"
"H2TX33073","VEASEY, MARC ALLISON","Democratic Party","DEM","House","H","Texas","TX","33","FORT WORTH","TX","76105","2024","12-JAN-23","2023","202301129574681418"
"H4CA32111","WOLFE, GEOFFREY","Democratic Party","DEM","House","H","California","CA","32","LOS ANGELES","CA","90272","2024","12-JAN-23","2023","202301129574687697"
"H6MD03292","SARBANES, JOHN P. MR.","Democratic Party","DEM","House","H","Maryland","MD","03","WASHINGTON","DC","20003","2024","12-JAN-23","2023","202301129574681585"
"H2MI01142","LORINSER, ROBERT JAMES","Democratic Party","DEM","House","H","Michigan","MI","01","MARQUETTE","MI","49855","2024","12-JAN-23","2023","202301129574681594"
"P40010407","HERNANDEZ, SAUL REMI MR.","Republican Party","REP","President","P","United States","00","00","DUSON","LA","70529","2024","12-JAN-23","2023","202301129574682759"
"H4CA30131","MELVOIN, NICK","Democratic Party","DEM","House","H","California","CA","30","PASADENA","CA","91109","2024","12-JAN-23","2023","202301129574687149"
"P40010506","HUMPHREY JR, ROBERT CAROLYLE","Independent","IND","President","P","United States","00","00","UNION BRIDGE ","MD","21791","2024","12-JAN-23","2023","202301170300432350"
"H2MD02160","RUPPERSBERGER, C. A. DUTCH","Democratic Party","DEM","House","H","Maryland","MD","02","LUTHERVILLE","MD","21094","2024","12-JAN-23","2023","202301129574681419"
"H6CA48245","BAUGH, SCOTT","Republican Party","REP","House","H","California","CA","47","NEWPORT BEACH","CA","92660","2024","11-JAN-23","2023","202301119574672257"
"H2WA03100","KENT, JOSEPH","Republican Party","REP","House","H","Washington","WA","03","BATTLE GROUND","WA","98604","2024","11-JAN-23","2023","202301119574661616"
"H4IL14132","DOREY, KRYSTAL","Republican Party","REP","House","H","Illinois","IL","14","LOCKPORT","IL","60441","2024","11-JAN-23","2023","202301119574675029"
"H0AL07086","SEWELL, TERRI A.","Democratic Party","DEM","House","H","Alabama","AL","07","BIRMINGHAM","AL","35201","2024","11-JAN-23","2023","202301119574672282"
"H8IN06129","PENCE, GREGORY J.","Republican Party","REP","House","H","Indiana","IN","06","TAYLORSVILLE","IN","47280","2024","11-JAN-23","2023","202301119574673624"
"H8CA48035","ROUDA, HARLEY E JR","Democratic Party","DEM","House","H","California","CA","47","NEWPORT BEACH","CA","92660","2024","11-JAN-23","2023","202301119574666765"
"H2LA02149","CARTER, TROY A. SR.","Democratic Party","DEM","House","H","Louisiana","LA","02","NEW ORLEANS","LA","70150","2024","10-JAN-23","2023","202301109574643365"
"H4MA01067","WALKER, CHASE","Republican Party","REP","House","H","Massachusetts","MA","01","DUDLEY","MA","01571","2024","10-JAN-23","2023","202301109574642854"
"S4CA00522","PORTER, KATHERINE","Democratic Party","DEM","Senate","S","California","CA","00","IRVINE","CA","92616","2024","10-JAN-23","2023","202301109574640104"
"H2TX00064","SELF, KEITH ALAN","Republican Party","REP","House","H","Texas","TX","03","MCKINNEY","TX","75071","2024","09-JAN-23","2023","202301099574521998"
"H4NC05146","FOXX, VIRGINIA ANN","Republican Party","REP","House","H","North Carolina","NC","05","BOONE","NC","28607","2024","09-JAN-23","2023","202301099574515324"
"H4NY20147","LOCKE, JONATHON ALLEN MR.","Republican Party","REP","House","H","New York","NY","20","BALLSTON SPA","NY","12020","2024","09-JAN-23","2023","202301099574521999"
"H6MS01131","KELLY, JOHN TRENT","Republican Party","REP","House","H","Mississippi","MS","01","TUPELO","MS","38804","2024","09-JAN-23","2023","202301099574522014"
"H8PA07200","SCANLON, MARY GAY","Democratic Party","DEM","House","H","Pennsylvania","PA","05","SWARTHMORE","PA","19081","2024","09-JAN-23","2023","202301099574522894"
"H2RI02184","MAGAZINER, SETH","Democratic Party","DEM","House","H","Rhode Island","RI","02","PROVIDENCE","RI","02940","2024","09-JAN-23","2023","202301099574638595"
"H2NC14050","EDWARDS, CHUCK","Republican Party","REP","House","H","North Carolina","NC","11","HENDERSONVILLE","NC","28792","2024","09-JAN-23","2023","202301099574633733"
"H4AZ01186","HORNE, ANDREW","Democratic Party","DEM","House","H","Arizona","AZ","01","PHOENIX","AZ","85018","2024","09-JAN-23","2023","202301099574633804"
"P40010399","RAMOS, JONATHON ANGEL","Federalist","FED","President","P","California","CA","00","SAN DIEGO","CA","92104","2024","09-JAN-23","2023","202301099574634776"
"H0NC09187","BISHOP, JAMES DANIEL","Republican Party","REP","House","H","North Carolina","NC","08","WAXHAW","NC","28173","2024","09-JAN-23","2023","202301099574634826"
"P40010381","POWELL, TAMIKO","Independent","IND","President","P","United States","00","00","SANTA ROSA","CA","95401","2024","09-JAN-23","2023","202301099574627377"
"H4CA06131","KIPUKE, OMBA","Libertarian Party","LIB","House","H","California","CA","06","SACRAMENTO","CA","95821","2024","08-JAN-23","2023","202301089574499633"
"S4MD00293","FICKER, ROBIN","Republican Party","REP","Senate","S","Maryland","MD","00","BOYDS","MD","20841","2024","07-JAN-23","2023","202301079574473006"
