result_id,election_id,office,state,race_id,event_time,available_at,certified_at,dem_votes,rep_votes,other_votes,two_party_margin,margin_definition,margin_value,score_eligible,score_exclusion_reason,winner_party,winner_caucus,ballot_winner_party,modeled_side,stage,certification_status,source_url,raw_hash,retrieved_at,release_version
senate-2016-UT-certified,senate-2016,US_SENATE,UT,senate-2016-UT,2016-11-08,2016-11-22,,301860.0,760241.0,53507.0,-43.1579,dem_minus_rep,-43.1579,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2016-VT-certified,senate-2016,US_SENATE,VT,senate-2016-VT,2016-11-08,2016-11-22,,192243.0,103637.0,17620.0,29.9466,dem_minus_rep,29.9466,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2016-WA-certified,senate-2016,US_SENATE,WA,senate-2016-WA,2016-11-08,2016-11-22,,1913979.0,1329338.0,0.0,18.026,dem_minus_rep,18.026,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2016-WI-certified,senate-2016,US_SENATE,WI,senate-2016-WI,2016-11-08,2016-11-22,,1380335.0,1479471.0,87539.0,-3.4665,dem_minus_rep,-3.4665,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-AZ-certified,senate-2018,US_SENATE,AZ,senate-2018-AZ,2018-11-06,2018-11-22,,1191100.0,1135200.0,58008.0,2.403,dem_minus_rep,2.403,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-CA-certified,senate-2018,US_SENATE,CA,senate-2018-CA,2018-11-06,2018-11-22,,6019422.0,0.0,5093942.0,8.3276,same_party_lead,8.3276,False,same_party_final,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-CT-certified,senate-2018,US_SENATE,CT,senate-2018-CT,2018-11-06,2018-11-22,,787685.0,545717.0,53438.0,18.1467,dem_minus_rep,18.1467,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-DE-certified,senate-2018,US_SENATE,DE,senate-2018-DE,2018-11-06,2018-11-22,,217385.0,137127.0,8094.0,22.639,dem_minus_rep,22.639,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-FL-certified,senate-2018,US_SENATE,FL,senate-2018-FL,2018-11-06,2018-11-22,,4089472.0,4099505.0,1028.0,-0.1225,dem_minus_rep,-0.1225,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-HI-certified,senate-2018,US_SENATE,HI,senate-2018-HI,2018-11-06,2018-11-22,,276316.0,112035.0,0.0,42.3022,dem_minus_rep,42.3022,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-IN-certified,senate-2018,US_SENATE,IN,senate-2018-IN,2018-11-06,2018-11-22,,1023553.0,1158000.0,101012.0,-6.1629,dem_minus_rep,-6.1629,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MA-certified,senate-2018,US_SENATE,MA,senate-2018-MA,2018-11-06,2018-11-22,,1633371.0,979210.0,91710.0,25.0389,dem_minus_rep,25.0389,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MD-certified,senate-2018,US_SENATE,MD,senate-2018-MD,2018-11-06,2018-11-22,,1491614.0,697017.0,109608.0,36.3057,dem_minus_rep,36.3057,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-ME-certified,senate-2018,US_SENATE,ME,senate-2018-ME,2018-11-06,2018-11-22,,66268.0,223502.0,344575.0,,independent_winner,,False,independent_ballot_winner,I,D,I,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MI-certified,senate-2018,US_SENATE,MI,senate-2018-MI,2018-11-06,2018-11-22,,2214478.0,1938818.0,83975.0,6.6371,dem_minus_rep,6.6371,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MN-certified,senate-2018,US_SENATE,MN,senate-2018-MN,2018-11-06,2018-11-22,,1566174.0,940437.0,89337.0,24.9635,dem_minus_rep,24.9635,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MN-special-certified,senate-2018,US_SENATE,MN,senate-2018-MN-special,2018-11-06,2018-11-22,,1370540.0,1095777.0,119938.0,11.1406,dem_minus_rep,11.1406,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MO-certified,senate-2018,US_SENATE,MO,senate-2018-MO,2018-11-06,2018-11-22,,1112935.0,1254927.0,74427.0,-5.9966,dem_minus_rep,-5.9966,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MS-certified,senate-2018,US_SENATE,MS,senate-2018-MS,2018-11-06,2018-11-22,,369567.0,547619.0,19029.0,-19.4129,dem_minus_rep,-19.4129,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MS-special-certified,senate-2018,US_SENATE,MS,senate-2018-MS-special,2018-11-27,2018-11-28,,420819.0,486769.0,0.0,-7.2665,dem_minus_rep,-7.2665,True,,R,R,R,R,runoff,public_canvass_unproven,http://www.sos.ms.gov/Elections-Voting/Pages/2018-General-Election-Runoff.aspx,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-MT-certified,senate-2018,US_SENATE,MT,senate-2018-MT,2018-11-06,2018-11-22,,253876.0,235963.0,14545.0,3.6569,dem_minus_rep,3.6569,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-ND-certified,senate-2018,US_SENATE,ND,senate-2018-ND,2018-11-06,2018-11-22,,144376.0,179720.0,0.0,-10.9054,dem_minus_rep,-10.9054,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-NE-certified,senate-2018,US_SENATE,NE,senate-2018-NE,2018-11-06,2018-11-22,,269917.0,403151.0,25349.0,-19.795,dem_minus_rep,-19.795,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-NJ-certified,senate-2018,US_SENATE,NJ,senate-2018-NJ,2018-11-06,2018-11-22,,1711654.0,1357355.0,100301.0,11.5444,dem_minus_rep,11.5444,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-NM-certified,senate-2018,US_SENATE,NM,senate-2018-NM,2018-11-06,2018-11-22,,376998.0,212813.0,107201.0,27.8369,dem_minus_rep,27.8369,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-NV-certified,senate-2018,US_SENATE,NV,senate-2018-NV,2018-11-06,2018-11-22,,490071.0,441202.0,25556.0,5.2475,dem_minus_rep,5.2475,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-NY-certified,senate-2018,US_SENATE,NY,senate-2018-NY,2018-11-06,2018-11-22,,3755489.0,1730439.0,569223.0,36.9135,dem_minus_rep,36.9135,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-OH-certified,senate-2018,US_SENATE,OH,senate-2018-OH,2018-11-06,2018-11-22,,2358508.0,2057559.0,1017.0,6.8149,dem_minus_rep,6.8149,True,,D,D,D,D,general,public_canvass_unproven,https://www.fec.gov/resources/cms-content/documents/federalelections2018.pdf,94768e4a1390bd0c00f3be038a1f1b6f79c36d753fd478cbfce5e188ae851967,2026-09-19T20:53:00.628650+00:00,1
senate-2018-PA-certified,senate-2018,US_SENATE,PA,senate-2018-PA,2018-11-06,2018-11-22,,2792437.0,2134848.0,82115.0,13.3459,dem_minus_rep,13.3459,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-RI-certified,senate-2018,US_SENATE,RI,senate-2018-RI,2018-11-06,2018-11-22,,231477.0,144421.0,0.0,23.1595,dem_minus_rep,23.1595,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-TN-certified,senate-2018,US_SENATE,TN,senate-2018-TN,2018-11-06,2018-11-22,,985450.0,1227483.0,30807.0,-10.9372,dem_minus_rep,-10.9372,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-TX-certified,senate-2018,US_SENATE,TX,senate-2018-TX,2018-11-06,2018-11-22,,4045632.0,4260553.0,65470.0,-2.5875,dem_minus_rep,-2.5875,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-UT-certified,senate-2018,US_SENATE,UT,senate-2018-UT,2018-11-06,2018-11-22,,328541.0,665215.0,69141.0,-33.8789,dem_minus_rep,-33.8789,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-VA-certified,senate-2018,US_SENATE,VA,senate-2018-VA,2018-11-06,2018-11-22,,1910370.0,1374313.0,61565.0,16.3199,dem_minus_rep,16.3199,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-VT-certified,senate-2018,US_SENATE,VT,senate-2018-VT,2018-11-06,2018-11-22,,0.0,74815.0,197515.0,,independent_winner,,False,independent_ballot_winner,I,D,I,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-WA-certified,senate-2018,US_SENATE,WA,senate-2018-WA,2018-11-06,2018-11-22,,1803364.0,1282804.0,0.0,16.8675,dem_minus_rep,16.8675,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-WI-certified,senate-2018,US_SENATE,WI,senate-2018-WI,2018-11-06,2018-11-22,,1472914.0,1184885.0,42.0,10.8371,dem_minus_rep,10.8371,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-WV-certified,senate-2018,US_SENATE,WV,senate-2018-WV,2018-11-06,2018-11-22,,290510.0,271113.0,24411.0,3.4537,dem_minus_rep,3.4537,True,,D,D,D,D,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2018-WY-certified,senate-2018,US_SENATE,WY,senate-2018-WY,2018-11-06,2018-11-22,,61227.0,136210.0,5658.0,-37.9782,dem_minus_rep,-37.9782,True,,R,R,R,R,general,fte_mediated_unproven,https://history.house.gov/Institution/Election-Statistics/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-AK-certified,senate-2020,US_SENATE,AK,senate-2020-AK,2020-11-03,2020-11-22,,146068.0,191112.0,16806.0,-13.359,dem_minus_rep,-13.359,True,,R,R,R,R,general,fte_mediated_unproven,https://www.elections.alaska.gov/results/20GENR/data/sovc/ElectionSummaryReportRPT24.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-AL-certified,senate-2020,US_SENATE,AL,senate-2020-AL,2020-11-03,2020-11-22,,920478.0,1392076.0,0.0,-20.393,dem_minus_rep,-20.393,True,,R,R,R,R,general,fte_mediated_unproven,https://www.sos.alabama.gov/sites/default/files/election-2020/Final%20Canvass%20of%20Results-Merged.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-AR-certified,senate-2020,US_SENATE,AR,senate-2020-AR,2020-11-03,2020-11-22,,0.0,793871.0,399390.0,,nonbinary_or_missing_major,,False,missing_dem_or_rep_votes,R,R,R,R,general,fte_mediated_unproven,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html?action=click&module=ELEX_results&pgtype=Interactive&region=RaceSubNav,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-AZ-special-certified,senate-2020,US_SENATE,AZ,senate-2020-AZ-special,2020-11-03,2020-11-22,,1716467.0,1637661.0,1189.0,2.3495,dem_minus_rep,2.3495,True,,D,D,D,D,general,fte_mediated_unproven,https://azsos.gov/sites/default/files/2020_General_State_Canvass.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-CO-certified,senate-2020,US_SENATE,CO,senate-2020-CO,2020-11-03,2020-11-22,,1731114.0,1429492.0,75184.0,9.5432,dem_minus_rep,9.5432,True,,D,D,D,D,general,fte_mediated_unproven,https://www.sos.state.co.us/pubs/elections/resultsData.html,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-DE-certified,senate-2020,US_SENATE,DE,senate-2020-DE,2020-11-03,2020-11-22,,291804.0,186054.0,13077.0,22.13,dem_minus_rep,22.13,True,,D,D,D,D,general,fte_mediated_unproven,https://elections.delaware.gov/results/html/index.shtml?electionId=GE2020,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-GA-certified,senate-2020,US_SENATE,GA,senate-2020-GA,2021-01-05,2021-01-06,,2269923.0,2214979.0,0.0,1.2251,dem_minus_rep,1.2251,True,,D,D,D,D,runoff,public_canvass_unproven,https://results.enr.clarityelections.com/GA/107556/web.264614/#/summary,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-GA-special-certified,senate-2020,US_SENATE,GA,senate-2020-GA-special,2021-01-05,2021-01-06,,2289113.0,2195841.0,0.0,2.0797,dem_minus_rep,2.0797,True,,D,D,D,D,runoff,public_canvass_unproven,https://www.fec.gov/resources/cms-content/documents/federalelections2020.pdf,61a87ba946520f8baa20e9866bcfd0439a1989db624d3f6138917bbbe29f75c2,2026-09-19T20:53:00.628650+00:00,1
senate-2020-IA-certified,senate-2020,US_SENATE,IA,senate-2020-IA,2020-11-03,2020-11-22,,754859.0,864997.0,50761.0,-6.7992,dem_minus_rep,-6.7992,True,,R,R,R,R,general,fte_mediated_unproven,https://sos.iowa.gov/elections/pdf/2020/general/canvsummary.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-ID-certified,senate-2020,US_SENATE,ID,senate-2020-ID,2020-11-03,2020-11-22,,285864.0,538446.0,35517.0,-30.6416,dem_minus_rep,-30.6416,True,,R,R,R,R,general,fte_mediated_unproven,https://sos.idaho.gov/elections-division/2020-results-statewide/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-IL-certified,senate-2020,US_SENATE,IL,senate-2020-IL,2020-11-03,2020-11-22,,3278930.0,2319870.0,370101.0,17.1297,dem_minus_rep,17.1297,True,,D,D,D,D,general,fte_mediated_unproven,https://www.elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637461377229095037,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-KS-certified,senate-2020,US_SENATE,KS,senate-2020-KS,2020-11-03,2020-11-22,,571530.0,727962.0,68263.0,-12.0379,dem_minus_rep,-12.0379,True,,R,R,R,R,general,fte_mediated_unproven,https://sos.ks.gov/elections/20elec/2020_General_Official_Vote_Totals.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-KY-certified,senate-2020,US_SENATE,KY,senate-2020-KY,2020-11-03,2020-11-22,,816257.0,1233315.0,85485.0,-20.3485,dem_minus_rep,-20.3485,True,,R,R,R,R,general,fte_mediated_unproven,https://elect.ky.gov/results/2020-2029/Documents/2020%20General%20Election%20Results.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-LA-certified,senate-2020,US_SENATE,LA,senate-2020-LA,2020-11-03,2020-11-22,,730989.0,1267291.0,73263.0,-26.8382,dem_minus_rep,-26.8382,True,,R,R,R,R,jungle_primary,fte_mediated_unproven,https://voterportal.sos.la.gov/static/2020-11-03,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-MA-certified,senate-2020,US_SENATE,MA,senate-2020-MA,2020-11-03,2020-11-22,,2357809.0,1177765.0,21134.0,33.3763,dem_minus_rep,33.3763,True,,D,D,D,D,general,fte_mediated_unproven,https://electionstats.state.ma.us/elections/search/date:2020-11-03,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-ME-certified,senate-2020,US_SENATE,ME,senate-2020-ME,2020-11-03,2020-11-22,,347223.0,417645.0,54087.0,-9.2071,dem_minus_rep,-9.2071,True,,R,R,R,R,general,fte_mediated_unproven,https://www.maine.gov/sos/cec/elec/results/results20.html#novtab,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-MI-certified,senate-2020,US_SENATE,MI,senate-2020-MI,2020-11-03,2020-11-22,,2734568.0,2642233.0,102919.0,1.7173,dem_minus_rep,1.7173,True,,D,D,D,D,general,fte_mediated_unproven,https://mielections.us/election/results/2020GEN_CENR.html,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-MN-certified,senate-2020,US_SENATE,MN,senate-2020-MN,2020-11-03,2020-11-22,,1566522.0,1398145.0,247328.0,5.6795,dem_minus_rep,5.6795,True,,D,D,D,D,general,fte_mediated_unproven,https://www.sos.state.mn.us/elections-voting/election-results/2020/2020-general-election-results/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-MS-certified,senate-2020,US_SENATE,MS,senate-2020-MS,2020-11-03,2020-11-22,,578691.0,709511.0,23152.0,-10.1552,dem_minus_rep,-10.1552,True,,R,R,R,R,general,fte_mediated_unproven,https://www.sos.ms.gov/elections/electionresults/2020%20GE%20Statewide%20Recapitulation%20Report.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-MT-certified,senate-2020,US_SENATE,MT,senate-2020-MT,2020-11-03,2020-11-22,,272463.0,333174.0,0.0,-10.0243,dem_minus_rep,-10.0243,True,,R,R,R,R,general,fte_mediated_unproven,https://sosmt.gov/wp-content/uploads/State_Canvass_Report.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-NC-certified,senate-2020,US_SENATE,NC,senate-2020-NC,2020-11-03,2020-11-22,,2569965.0,2665598.0,239389.0,-1.8266,dem_minus_rep,-1.8266,True,,R,R,R,R,general,fte_mediated_unproven,https://er.ncsbe.gov/?election_dt=11/03/2020&county_id=0&office=FED&contest=0,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-NE-certified,senate-2020,US_SENATE,NE,senate-2020-NE,2020-11-03,2020-11-22,,227191.0,583507.0,113526.0,-43.9518,dem_minus_rep,-43.9518,True,,R,R,R,R,general,fte_mediated_unproven,https://sos.nebraska.gov/sites/sos.nebraska.gov/files/doc/elections/2020/2020-General-Canvass-Book.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-NH-certified,senate-2020,US_SENATE,NH,senate-2020-NH,2020-11-03,2020-11-22,,450778.0,326229.0,18421.0,16.0293,dem_minus_rep,16.0293,True,,D,D,D,D,general,fte_mediated_unproven,https://sos.nh.gov/elections/elections/election-results/2020/general-election/,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-NJ-certified,senate-2020,US_SENATE,NJ,senate-2020-NJ,2020-11-03,2020-11-22,,2541178.0,1817052.0,82210.0,16.6151,dem_minus_rep,16.6151,True,,D,D,D,D,general,fte_mediated_unproven,https://nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-us-senate.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-NM-certified,senate-2020,US_SENATE,NM,senate-2020-NM,2020-11-03,2020-11-22,,474483.0,418483.0,24271.0,6.2712,dem_minus_rep,6.2712,True,,D,D,D,D,general,fte_mediated_unproven,https://nmresults.azurewebsites.net/resultsSW.aspx?type=FED&map=CTY,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-OK-certified,senate-2020,US_SENATE,OK,senate-2020-OK,2020-11-03,2020-11-22,,509763.0,979140.0,67458.0,-31.525,dem_minus_rep,-31.525,True,,R,R,R,R,general,fte_mediated_unproven,https://results.okelections.us/OKER/?elecDate=20201103,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
senate-2020-OR-certified,senate-2020,US_SENATE,OR,senate-2020-OR,2020-11-03,2020-11-22,,1321047.0,912814.0,84986.0,18.2748,dem_minus_rep,18.2748,True,,D,D,D,D,general,fte_mediated_unproven,https://sos.oregon.gov/elections/Documents/results/november-general-2020.pdf,26a7d8cf3baaa1caf5706b9e23586b449fcc78b11bd1f03c72d02ea3f3faac05,2026-09-19T20:53:00.628650+00:00,1
